id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
302,2023,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Technology,Full-time,Remote,197200,16700,0,213900,3.7,0,R; Spark,Significant,Female,197200,Senior,3.0,3.0,7,1,2.0,R,16,Otra
303,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,137800,3000,24000,164800,3.5,0,Spark; Kafka; Scala; Rust; R,Partial,Male,137800,Mid,2.0,2.0,10,2,1.0,Spark,14,Data
304,2022,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Finance & Banking,Full-time,Hybrid,225200,16900,0,242100,4.1,1,SQL; Azure; Scala,Partial,Female,225200,Senior,3.0,3.0,10,2,2.0,SQL,9,Database
305,2023,Cloud Architect,Software Engineering,Senior (6-10 yrs),High School,United States,North America,USD,Medium (201-1000),Technology,Contract,Hybrid,265800,35400,62900,364100,2.9,2,dbt; GCP,Significant,Male,265800,Senior,3.0,3.0,5,2,1.0,dbt,6,Database
306,2024,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,34500,5800,0,40300,3.6,1,C++; R; JavaScript,Experimenting,Male,34500,Senior,3.0,3.0,3,2,1.0,C++,26,Backend
307,2020,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Japan,Asia,JPY,Medium (201-1000),Consulting,Full-time,Hybrid,144200,10500,55500,210200,4.0,0,Excel; AWS; OpenCV,,Female,144200,Senior,3.0,3.0,8,2,2.0,Excel,24,Data
308,2020,Engineering Manager,Management,Lead (11-15 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Automotive,Full-time,Hybrid,215200,13600,0,228800,3.7,1,SQL; JavaScript; Azure; Java,Experimenting,Male,215200,Lead,4.0,4.0,1,2,1.0,SQL,9,Database
309,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Remote,160500,16000,0,176500,4.4,5,dbt; Docker; Airflow; Kubernetes,AI-First,Male,160500,Mid,2.0,2.0,10,1,1.0,dbt,6,Database
310,2021,Frontend Developer,Software Engineering,Senior (6-10 yrs),PhD,Canada,North America,CAD,Medium (201-1000),E-Commerce & Retail,Full-time,On-site,141300,11100,0,152400,2.6,0,Kubernetes; LangChain; Excel; OpenCV,Significant,Male,141300,Senior,3.0,3.0,10,3,1.0,Kubernetes,15,Cloud
311,2023,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Finance & Banking,Full-time,On-site,307900,32500,71500,411900,3.0,3,Power BI; Python; Azure; Scala,AI-First,Male,307900,Senior,3.0,3.0,6,3,1.0,Power BI,4,Data
312,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,On-site,164900,9100,0,174000,3.2,3,Java; R; Docker,Partial,Male,164900,Mid,2.0,2.0,5,3,1.0,Java,27,Backend
313,2022,AI Product Manager,Management,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,159500,2300,28100,189900,2.6,1,C++; AWS; OpenCV; Airflow; Tableau,Significant,Male,159500,Mid,2.0,2.0,5,1,1.0,C++,26,Backend
314,2024,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Master's,France,Europe,EUR,Startup (1-50),Technology,Contract,Remote,201000,37400,46300,284700,3.2,6,LangChain; Go,Significant,Female,201000,Senior,3.0,3.0,1,1,2.0,LangChain,21,AI/ML
315,2025,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Medium (201-1000),Technology,Full-time,Remote,191700,9600,66700,268000,3.7,1,dbt; Kafka,AI-First,Prefer not to say,191700,Mid,2.0,2.0,9,1,0.0,dbt,6,Database
316,2024,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Finance & Banking,Full-time,Remote,149700,10900,23400,184000,4.1,0,Rust; SQL; Hadoop; Azure; Kubernetes,Significant,Male,149700,Mid,2.0,2.0,10,1,1.0,Rust,23,Backend
317,2021,Engineering Manager,Management,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,206200,7400,60500,274100,3.7,2,PyTorch; dbt; Tableau; SQL; Java,Significant,Male,206200,Mid,2.0,2.0,5,1,1.0,PyTorch,19,AI/ML
318,2022,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Contract,Hybrid,185200,16900,0,202100,3.8,4,R; OpenCV; Go; JavaScript; dbt,Partial,Female,185200,Senior,3.0,3.0,6,2,2.0,R,16,Otra
319,2025,Data Engineer,Data Engineering,Mid (3-5 yrs),PhD,France,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,170000,14100,0,184100,4.5,0,Docker; AWS; Python; PyTorch,Experimenting,Male,170000,Mid,2.0,2.0,1,1,1.0,Docker,11,Cloud
320,2021,Product Manager (Tech),Management,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Insurance,Full-time,Hybrid,149000,0,0,149000,3.5,0,Rust; C++,,Male,149000,Mid,2.0,2.0,9,2,1.0,Rust,23,Backend
321,2024,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Hybrid,135900,12600,0,148500,3.7,8,TensorFlow; Excel,Partial,Prefer not to say,135900,Senior,3.0,3.0,5,2,0.0,TensorFlow,25,AI/ML
322,2023,Quantitative Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,252600,0,0,252600,3.3,1,R; Go,AI-First,Male,252600,Mid,2.0,2.0,5,1,1.0,R,16,Otra
323,2023,Database Administrator,Data Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,On-site,96800,4300,0,101100,2.3,2,Hadoop; OpenCV; Python; GCP,AI-First,Male,96800,Mid,2.0,2.0,5,3,1.0,Hadoop,5,Data
324,2022,Frontend Developer,Software Engineering,Entry (0-2 yrs),Master's,India,Asia,INR,Medium (201-1000),Government & Defense,Full-time,Hybrid,17900,200,1300,19400,3.5,2,Kubernetes; TensorFlow; Power BI,Partial,Male,17900,Junior,1.0,1.0,3,2,1.0,Kubernetes,15,Cloud
325,2021,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Small (51-200),Technology,Freelance,On-site,60200,5900,24000,90100,3.2,8,Excel; Tableau; C++,Partial,Male,60200,Senior,3.0,3.0,3,3,1.0,Excel,24,Data
326,2025,Data Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Part-time,On-site,110500,8600,10200,129300,3.2,0,Scala; LangChain; JavaScript; Java,Experimenting,Male,110500,Senior,3.0,3.0,5,3,1.0,Scala,2,Otra
327,2025,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,242900,18200,17400,278500,3.9,4,Airflow; Excel; Spark; C++; Hadoop,Partial,Male,242900,Senior,3.0,3.0,5,1,1.0,Airflow,22,DevOps
328,2021,Machine Learning Engineer,Machine Learning,Executive (16+ yrs),Bachelor's,Germany,Europe,EUR,Enterprise (10000+),Government & Defense,Full-time,Hybrid,246300,9500,66100,321900,4.2,1,Docker; Power BI; AWS,Significant,Female,246300,No especificado,0.0,0.0,7,2,2.0,Docker,11,Cloud
329,2025,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,Hybrid,83100,3500,0,86600,3.1,0,Azure; Java,Partial,Female,83100,Junior,1.0,1.0,7,2,2.0,Azure,7,Cloud
330,2020,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,Canada,North America,CAD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,146300,500,49700,196500,2.4,3,TensorFlow; LangChain; OpenCV; Docker; C++,Partial,Male,146300,Mid,2.0,2.0,10,2,1.0,TensorFlow,25,AI/ML
331,2020,Product Manager (Tech),Management,Mid (3-5 yrs),Master's,Saudi Arabia,Asia,SAR,Large (1001-10000),Technology,Full-time,Remote,120300,0,0,120300,3.4,1,Hadoop; Kubernetes; PyTorch,Partial,Male,120300,Mid,2.0,2.0,11,1,1.0,Hadoop,5,Data
332,2023,Quantitative Analyst,Data Science,Lead (11-15 yrs),Master's,UAE,Asia,AED,Startup (1-50),Finance & Banking,Full-time,Hybrid,260100,15700,0,275800,3.6,1,Java; Airflow,Partial,Male,260100,Lead,4.0,4.0,18,2,1.0,Java,27,Backend
333,2023,Frontend Developer,Software Engineering,Executive (16+ yrs),Master's,France,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,279600,26200,23600,329400,3.1,0,C++; Scala; LangChain,Significant,Male,279600,No especificado,0.0,0.0,1,1,1.0,C++,26,Backend
334,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),PhD,Sweden,Europe,SEK,Small (51-200),Media & Entertainment,Contract,Remote,110500,4800,20100,135400,4.7,1,AWS; GCP; Hugging Face; Python; Power BI,AI-First,Male,110500,Mid,2.0,2.0,19,1,1.0,AWS,18,Cloud
335,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,170300,7100,0,177400,3.3,2,R; C++; Scala,,Male,170300,Mid,2.0,2.0,7,1,1.0,R,16,Otra
336,2021,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Small (51-200),Education & Research,Full-time,Remote,37300,1300,0,38600,3.3,4,Docker; Kafka; Tableau,Partial,Male,37300,Senior,3.0,3.0,3,1,1.0,Docker,11,Cloud
337,2024,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Startup (1-50),Finance & Banking,Full-time,Remote,156600,4000,0,160600,4.1,2,PyTorch; Azure; Kubernetes; JavaScript,Significant,Male,156600,Mid,2.0,2.0,6,1,1.0,PyTorch,19,AI/ML
338,2020,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,Switzerland,Europe,CHF,Startup (1-50),Consulting,Full-time,On-site,119400,2900,27600,149900,3.4,0,Rust; Azure; Tableau; Power BI,Partial,Male,119400,Mid,2.0,2.0,12,3,1.0,Rust,23,Backend
339,2023,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Media & Entertainment,Full-time,Remote,125000,14900,36000,175900,3.5,0,Excel; Hugging Face; Java; Kafka; JavaScript,Significant,Prefer not to say,125000,Mid,2.0,2.0,1,1,0.0,Excel,24,Data
340,2022,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),E-Commerce & Retail,Full-time,Remote,133300,9100,20500,162900,4.6,1,LangChain; Python; Java; dbt,Partial,Male,133300,Senior,3.0,3.0,6,1,1.0,LangChain,21,AI/ML
341,2023,Data Scientist,Data Science,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Enterprise (10000+),Education & Research,Full-time,Hybrid,64800,6200,7400,78400,3.9,0,Excel; Docker; GCP,AI-First,Male,64800,Junior,1.0,1.0,8,2,1.0,Excel,24,Data
342,2024,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Consulting,Full-time,Remote,174300,12900,32000,219200,4.5,0,SQL; Scala; Rust; OpenCV,,Prefer not to say,174300,Mid,2.0,2.0,5,1,0.0,SQL,9,Database
343,2023,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Media & Entertainment,Full-time,Hybrid,42500,600,13600,56700,3.5,0,SQL; AWS; Go; Spark; Docker,Significant,Male,42500,Mid,2.0,2.0,3,2,1.0,SQL,9,Database
344,2023,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,Remote,275400,43600,0,319000,4.9,3,PyTorch; AWS; Kafka,AI-First,Male,275400,Senior,3.0,3.0,5,1,1.0,PyTorch,19,AI/ML
345,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Consulting,Full-time,Hybrid,70300,10000,0,80300,3.1,6,Python; TensorFlow,AI-First,Female,70300,Senior,3.0,3.0,4,2,2.0,Python,13,Backend
346,2023,Data Analyst,Data Science,Lead (11-15 yrs),Master's,United Kingdom,Europe,GBP,Startup (1-50),Telecommunications,Contract,Remote,115700,8800,0,124500,3.1,1,PyTorch; JavaScript; TensorFlow,Experimenting,Male,115700,Lead,4.0,4.0,6,1,1.0,PyTorch,19,AI/ML
347,2023,Data Engineer,Data Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),Government & Defense,Full-time,Remote,105600,600,40100,146300,3.4,0,Scala; Airflow; Hugging Face; TensorFlow,Partial,Male,105600,Junior,1.0,1.0,5,1,1.0,Scala,2,Otra
348,2022,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Startup (1-50),Education & Research,Full-time,Remote,40300,2500,6000,48800,3.9,2,Power BI; Spark; TensorFlow; PyTorch; OpenCV,Experimenting,Female,40300,Junior,1.0,1.0,10,1,2.0,Power BI,4,Data
349,2024,Data Analyst,Data Science,Senior (6-10 yrs),Master's,Switzerland,Europe,CHF,Medium (201-1000),Technology,Full-time,On-site,188000,20900,0,208900,3.3,4,AWS; Go; Scala; Power BI; Rust,AI-First,Male,188000,Senior,3.0,3.0,12,3,1.0,AWS,18,Cloud
350,2024,Robotics Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,261100,35400,0,296500,4.3,2,LangChain; Spark; Power BI; Tableau,Experimenting,Male,261100,Lead,4.0,4.0,6,1,1.0,LangChain,21,AI/ML
351,2024,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,213500,10300,0,223800,4.1,4,Hadoop; SQL; PyTorch; JavaScript; OpenCV,Significant,Male,213500,Senior,3.0,3.0,6,1,1.0,Hadoop,5,Data
352,2025,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Singapore,Asia,SGD,Small (51-200),Consulting,Full-time,On-site,145100,7400,50000,202500,2.4,3,PyTorch; GCP; Java; OpenCV; Docker,Experimenting,Non-binary,145100,Mid,2.0,2.0,15,3,3.0,PyTorch,19,AI/ML
353,2020,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Enterprise (10000+),Finance & Banking,Full-time,Remote,298400,42700,68000,409100,4.2,2,LangChain; Scala,Significant,Male,298400,Senior,3.0,3.0,2,1,1.0,LangChain,21,AI/ML
354,2022,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Master's,India,Asia,INR,Large (1001-10000),Finance & Banking,Full-time,On-site,22600,1400,0,24000,3.5,2,Airflow; Spark; SQL; Tableau; Python,Significant,Male,22600,Junior,1.0,1.0,3,3,1.0,Airflow,22,DevOps
355,2025,Software Engineer,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,On-site,397800,20300,21200,439300,3.9,12,Go; Kubernetes,Significant,Male,397800,Lead,4.0,4.0,5,3,1.0,Go,20,Backend
356,2022,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Small (51-200),Technology,Contract,Hybrid,86600,3600,28600,118800,2.7,0,Scala; TensorFlow; dbt; Python; SQL,Significant,Male,86600,Mid,2.0,2.0,7,2,1.0,Scala,2,Otra
357,2025,Robotics Engineer,Machine Learning,Executive (16+ yrs),Master's,Germany,Europe,EUR,Startup (1-50),E-Commerce & Retail,Contract,Remote,302700,35000,0,337700,3.1,1,Power BI; C++; Docker; Azure; Kubernetes,Partial,Male,302700,No especificado,0.0,0.0,7,1,1.0,Power BI,4,Data
358,2022,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Telecommunications,Freelance,Remote,87600,5400,0,93000,4.3,0,R; Tableau,Partial,Male,87600,Junior,1.0,1.0,7,1,1.0,R,16,Otra
359,2023,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Energy & Utilities,Full-time,Remote,258800,32600,0,291400,3.8,0,Go; AWS,Significant,Female,258800,Senior,3.0,3.0,5,1,2.0,Go,20,Backend
360,2024,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Hybrid,57200,4700,0,61900,2.9,5,Tableau; Kafka; PyTorch; Kubernetes; Spark,AI-First,Female,57200,Senior,3.0,3.0,3,2,2.0,Tableau,3,Data
361,2022,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Australia,Oceania,AUD,Medium (201-1000),Automotive,Full-time,Hybrid,216200,18200,0,234400,3.8,1,Hugging Face; Kafka; Power BI; Python,Partial,Male,216200,Senior,3.0,3.0,2,2,1.0,Hugging Face,10,AI/ML
362,2023,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Freelance,Hybrid,192700,32200,0,224900,3.2,0,Spark; Hugging Face; C++; Rust; Airflow,Experimenting,Male,192700,Senior,3.0,3.0,5,2,1.0,Spark,14,Data
363,2023,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Education & Research,Part-time,Remote,26100,2600,0,28700,3.1,2,dbt; Docker; Kafka,Significant,Male,26100,Junior,1.0,1.0,6,1,1.0,dbt,6,Database
364,2024,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,297500,16400,0,313900,3.3,2,Hadoop; dbt; Airflow,Partial,Male,297500,Mid,2.0,2.0,5,1,1.0,Hadoop,5,Data
365,2023,DevOps Engineer,Software Engineering,Lead (11-15 yrs),PhD,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Hybrid,414000,61400,0,475400,4.3,0,Kubernetes; Power BI; Excel; Rust,Partial,Male,414000,Lead,4.0,4.0,5,2,1.0,Kubernetes,15,Cloud
366,2020,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Technology,Full-time,On-site,53500,2700,0,56200,3.8,0,PyTorch; GCP; Python,Significant,Female,53500,Mid,2.0,2.0,3,3,2.0,PyTorch,19,AI/ML
367,2020,Data Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Consulting,Full-time,Remote,141900,11600,46100,199600,4.4,1,Power BI; Excel; Java,Significant,Male,141900,Senior,3.0,3.0,10,1,1.0,Power BI,4,Data
368,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Automotive,Full-time,Remote,265900,14400,43800,324100,3.7,1,Excel; Docker,AI-First,Male,265900,Senior,3.0,3.0,6,1,1.0,Excel,24,Data
369,2022,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Small (51-200),Technology,Full-time,Remote,128900,5800,33400,168100,3.8,1,C++; Docker; SQL; AWS,AI-First,Male,128900,Mid,2.0,2.0,9,1,1.0,C++,26,Backend
370,2022,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,On-site,130300,12900,11900,155100,3.6,1,SQL; Tableau,Significant,Female,130300,Junior,1.0,1.0,10,3,2.0,SQL,9,Database
371,2020,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Consulting,Freelance,Hybrid,196800,28300,0,225100,4.8,0,AWS; Kubernetes; Hadoop; Kafka; LangChain,Significant,Male,196800,Senior,3.0,3.0,5,2,1.0,AWS,18,Cloud
372,2021,Frontend Developer,Software Engineering,Senior (6-10 yrs),PhD,Israel,Asia,ILS,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,179100,7800,0,186900,3.1,0,Spark; GCP,Significant,Male,179100,Senior,3.0,3.0,13,1,1.0,Spark,14,Data
373,2025,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,Netherlands,Europe,EUR,Small (51-200),Technology,Full-time,Remote,176300,5200,0,181500,4.0,0,AWS; SQL; Excel; Docker,Significant,Male,176300,Senior,3.0,3.0,9,1,1.0,AWS,18,Cloud
374,2021,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,Poland,Europe,PLN,Medium (201-1000),Automotive,Part-time,Remote,24400,2200,0,26600,3.3,4,R; PyTorch,,Female,24400,Mid,2.0,2.0,14,1,2.0,R,16,Otra
375,2020,Data Engineer,Data Engineering,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Education & Research,Full-time,Hybrid,186700,14700,39300,240700,3.0,0,R; Kafka,Experimenting,Female,186700,Senior,3.0,3.0,5,2,2.0,R,16,Otra
376,2023,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Contract,Remote,197400,19500,40100,257000,4.9,3,OpenCV; Tableau; SQL,Significant,Male,197400,Senior,3.0,3.0,5,1,1.0,OpenCV,8,AI/ML
377,2023,Prompt Engineer,Machine Learning,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Automotive,Full-time,Hybrid,219100,26000,0,245100,3.1,3,PyTorch; OpenCV; Hugging Face,Experimenting,Male,219100,Senior,3.0,3.0,5,2,1.0,PyTorch,19,AI/ML
378,2021,Data Analyst,Data Science,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),Consulting,Freelance,Remote,77100,4900,5700,87700,3.5,0,Hugging Face; Excel,Significant,Female,77100,Junior,1.0,1.0,5,1,2.0,Hugging Face,10,AI/ML
379,2020,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Consulting,Full-time,Remote,94000,1300,0,95300,3.6,0,Airflow; Scala; JavaScript; Excel; Rust,Partial,Male,94000,Junior,1.0,1.0,5,1,1.0,Airflow,22,DevOps
380,2025,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,160900,22000,0,182900,3.2,1,JavaScript; Java; Azure,AI-First,Male,160900,Senior,3.0,3.0,2,2,1.0,JavaScript,1,Frontend
381,2025,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Remote,190200,9400,0,199600,3.8,1,AWS; C++; dbt; R; Excel,Partial,Male,190200,Mid,2.0,2.0,10,1,1.0,AWS,18,Cloud
382,2021,Prompt Engineer,Machine Learning,Senior (6-10 yrs),PhD,Singapore,Asia,SGD,Startup (1-50),Telecommunications,Contract,Remote,138200,17900,8000,164100,3.7,2,SQL; Go,Significant,Male,138200,Senior,3.0,3.0,15,1,1.0,SQL,9,Database
