id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
2674,2025,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),PhD,France,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,64900,1700,0,66600,3.1,0,Excel; LangChain; TensorFlow; Go,Experimenting,Female
2675,2021,Quantitative Analyst,Data Science,Senior (6-10 yrs),PhD,United Kingdom,Europe,GBP,Medium (201-1000),Education & Research,Full-time,Hybrid,156900,25500,0,182400,4.2,0,TensorFlow; AWS,AI-First,Male
2676,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Hybrid,207700,10200,0,217900,4.2,4,Java; Tableau; Hugging Face; Python,Partial,Female
2677,2024,Data Analyst,Data Science,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,199900,19600,0,219500,1.9,3,Hadoop; Excel,Experimenting,Male
2678,2023,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Government & Defense,Contract,On-site,146700,13500,18200,178400,2.9,1,Python; PyTorch,Significant,Male
2679,2023,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Freelance,On-site,116000,6700,0,122700,4.2,0,Excel; Scala,AI-First,Male
2680,2021,Business Intelligence Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,200500,25500,23200,249200,2.7,4,Tableau; PyTorch; Power BI,Significant,Male
2681,2025,Engineering Manager,Management,Senior (6-10 yrs),High School,France,Europe,EUR,Small (51-200),Finance & Banking,Part-time,Hybrid,95400,4400,0,99800,2.8,0,Scala; Azure,Experimenting,Female
2682,2024,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Consulting,Contract,Remote,200900,24800,0,225700,3.9,1,LangChain; Docker; Excel,AI-First,Male
2683,2020,Data Scientist,Data Science,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Consulting,Full-time,On-site,189400,18400,55500,263300,3.7,8,Hadoop; C++; Rust; Airflow; dbt,AI-First,Female
2684,2021,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,114100,8700,0,122800,3.9,2,Docker; Power BI; Azure,Partial,Female
2685,2021,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Energy & Utilities,Contract,Hybrid,248300,34900,38800,322000,3.2,2,Rust; Java; dbt; Hugging Face,Significant,Female
2686,2025,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,207000,26700,18400,252100,3.5,4,Java; PyTorch; Power BI; Kafka,Partial,Male
2687,2025,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,Brazil,South America,BRL,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,54500,3600,13100,71200,2.6,1,SQL; Excel; Docker,Partial,Female
2688,2020,Robotics Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),Media & Entertainment,Full-time,Hybrid,139100,7300,25000,171400,3.4,2,Hadoop; Spark; Excel; R; Scala,Experimenting,Male
2689,2020,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Contract,On-site,200200,900,0,201100,3.9,0,R; LangChain; Python; Spark; Java,Significant,Non-binary
2690,2021,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,330400,16200,0,346600,4.4,0,Power BI; JavaScript; C++; Kafka; GCP,Partial,Male
2691,2024,MLOps Engineer,Machine Learning,Lead (11-15 yrs),Master's,Australia,Oceania,AUD,Medium (201-1000),Consulting,Full-time,Hybrid,223800,4900,0,228700,4.8,0,PyTorch; JavaScript; SQL; Kafka; Spark,Experimenting,Male
2692,2024,Engineering Manager,Management,Lead (11-15 yrs),Master's,Canada,North America,CAD,Startup (1-50),Finance & Banking,Full-time,Hybrid,281700,23600,0,305300,3.5,2,Excel; Power BI; Rust; Hugging Face,Significant,Male
2693,2024,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Government & Defense,Full-time,Hybrid,24000,2000,7100,33100,2.0,1,GCP; Rust; Python,AI-First,Non-binary
2694,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Energy & Utilities,Full-time,On-site,242700,25900,0,268600,4.0,0,Python; Excel; Docker; R,Partial,Male
2695,2023,Backend Developer,Software Engineering,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,Remote,196100,18700,0,214800,4.4,1,Spark; Tableau; Java; Rust; OpenCV,Significant,Male
2696,2025,Data Analyst,Data Science,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),Consulting,Full-time,On-site,43400,5200,14800,63400,2.7,5,Go; Rust; Python; LangChain,Experimenting,Prefer not to say
2697,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Medium (201-1000),Finance & Banking,Contract,Hybrid,192100,11900,0,204000,3.7,0,JavaScript; Kafka; Scala; Tableau; Excel,Partial,Prefer not to say
2698,2020,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Full-time,Hybrid,136900,0,21700,158600,3.2,5,Kubernetes; LangChain; Airflow; C++,Experimenting,Female
2699,2023,DevOps Engineer,Software Engineering,Senior (6-10 yrs),PhD,Japan,Asia,JPY,Enterprise (10000+),Finance & Banking,Full-time,On-site,196500,11500,0,208000,4.1,6,PyTorch; JavaScript,Significant,Female
2700,2021,Prompt Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,158300,5600,0,163900,4.2,2,Java; Spark; R; AWS; OpenCV,None,Male
2701,2022,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,Remote,253500,22500,0,276000,3.7,5,Docker; Power BI; Kubernetes; dbt; JavaScript,Experimenting,Male
2702,2022,Cloud Architect,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Contract,Hybrid,382100,50300,0,432400,2.5,1,Power BI; Azure; Go,None,Female
2703,2023,Product Manager (Tech),Management,Mid (3-5 yrs),PhD,United Kingdom,Europe,GBP,Enterprise (10000+),Healthcare & Pharma,Contract,Remote,228600,11000,0,239600,4.2,1,Azure; Kafka; Hadoop; GCP; dbt,Partial,Male
2704,2025,Product Manager (Tech),Management,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Telecommunications,Full-time,Hybrid,161400,16000,54000,231400,3.2,0,OpenCV; PyTorch; Tableau; Spark; Python,Experimenting,Prefer not to say
2705,2025,NLP Engineer,Machine Learning,Lead (11-15 yrs),PhD,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Contract,Remote,450000,61600,0,511600,3.1,5,Rust; Python,Partial,Female
2706,2021,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,Netherlands,Europe,EUR,Enterprise (10000+),E-Commerce & Retail,Full-time,Hybrid,192400,14800,64400,271600,3.8,2,Kubernetes; Hugging Face,Partial,Male
2707,2024,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),Finance & Banking,Full-time,Hybrid,82800,7900,0,90700,3.7,1,Java; Excel; OpenCV,Significant,Male
2708,2023,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),Technology,Full-time,Remote,93700,2900,0,96600,3.0,1,TensorFlow; Power BI; Rust; R,Significant,Female
2709,2023,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,Remote,193400,0,0,193400,5.0,1,Power BI; dbt,Experimenting,Female
2710,2023,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Government & Defense,Freelance,Remote,224500,2700,81500,308700,4.1,5,TensorFlow; SQL; Kubernetes; Excel,Partial,Female
2711,2020,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),PhD,Netherlands,Europe,EUR,Enterprise (10000+),Technology,Contract,Remote,210400,6200,23400,240000,3.9,4,PyTorch; Kafka,Partial,Prefer not to say
2712,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,Poland,Europe,PLN,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,33300,3700,0,37000,3.0,0,TensorFlow; Python; R,Experimenting,Male
2713,2022,Database Administrator,Data Engineering,Lead (11-15 yrs),Master's,Singapore,Asia,SGD,Startup (1-50),Finance & Banking,Contract,Remote,218500,21200,0,239700,4.0,0,Excel; Docker; Kubernetes; Rust,Significant,Male
2714,2022,Backend Developer,Software Engineering,Lead (11-15 yrs),Master's,Brazil,South America,BRL,Small (51-200),Finance & Banking,Full-time,Remote,74500,7100,0,81600,3.1,4,Go; JavaScript; Rust; Power BI; OpenCV,Experimenting,Male
2715,2025,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,Australia,Oceania,AUD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,148700,6800,45400,200900,3.7,1,Kafka; Spark; Rust; JavaScript,Significant,Male
2716,2024,Data Analyst,Data Science,Senior (6-10 yrs),PhD,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,136800,11200,0,148000,3.2,0,Java; JavaScript; Power BI; GCP,Significant,Male
2717,2022,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,323500,25500,0,349000,4.5,2,OpenCV; PyTorch; Scala,Significant,Female
2718,2021,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,116400,7100,0,123500,4.2,2,C++; GCP; Python; AWS; JavaScript,AI-First,Male
2719,2020,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Consulting,Contract,On-site,276200,49300,80400,405900,3.0,3,R; AWS; dbt; GCP,Experimenting,Male
2720,2022,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Media & Entertainment,Full-time,Remote,171800,22100,0,193900,4.2,0,Azure; Docker; Kafka; JavaScript,Partial,Male
2721,2022,Engineering Manager,Management,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Telecommunications,Part-time,Hybrid,219600,22100,0,241700,3.9,0,Python; SQL; Spark; JavaScript,Significant,Female
2722,2023,Data Scientist,Data Science,Mid (3-5 yrs),PhD,Spain,Europe,EUR,Medium (201-1000),Technology,Freelance,Remote,105200,4800,0,110000,2.9,2,LangChain; Hadoop; Airflow; GCP,Partial,Female
2723,2021,Cybersecurity Analyst,Cybersecurity,Executive (16+ yrs),Master's,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Contract,Remote,325200,28000,0,353200,3.5,0,Go; Azure; C++; GCP,AI-First,Male
2724,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),PhD,Australia,Oceania,AUD,Large (1001-10000),Insurance,Contract,Remote,268400,44500,0,312900,3.2,1,JavaScript; LangChain; Excel; AWS,Significant,Male
2725,2024,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Part-time,Remote,151900,20800,0,172700,4.6,8,LangChain; Kubernetes; OpenCV; Rust,Significant,Female
2726,2021,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Small (51-200),Technology,Freelance,Hybrid,178500,7400,32100,218000,4.1,0,Tableau; Hugging Face; Excel; JavaScript; Power BI,Significant,Male
2727,2020,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Part-time,Hybrid,13300,100,0,13400,3.3,5,Python; TensorFlow; Airflow; C++; AWS,Partial,Female
2728,2024,Data Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,Netherlands,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,126000,2700,0,128700,2.2,0,C++; PyTorch; Excel; R; dbt,Significant,Male
2729,2020,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),E-Commerce & Retail,Part-time,Remote,65900,2500,0,68400,2.6,1,LangChain; Python; Azure; SQL; Docker,Experimenting,Male
2730,2021,NLP Engineer,Machine Learning,Entry (0-2 yrs),High School,Australia,Oceania,AUD,Large (1001-10000),Finance & Banking,Part-time,Hybrid,46500,2100,0,48600,2.6,0,Rust; Hugging Face; LangChain; JavaScript,Significant,Male
2731,2024,NLP Engineer,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Contract,Remote,381200,34100,0,415300,4.0,0,LangChain; SQL; Airflow,Significant,Female
2732,2023,Software Engineer,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Part-time,Remote,189500,25800,14500,229800,4.1,1,Azure; Airflow; Hugging Face; Rust; C++,Experimenting,Male
2733,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Part-time,Remote,124600,9700,0,134300,3.8,5,Java; C++,AI-First,Male
2734,2024,Software Engineer,Software Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Technology,Full-time,Remote,141800,9000,0,150800,3.9,2,TensorFlow; C++,Significant,Female
2735,2023,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,190300,24200,29400,243900,4.0,4,Java; Hadoop; Spark; Scala,AI-First,Male
2736,2022,Engineering Manager,Management,Entry (0-2 yrs),PhD,UAE,Asia,AED,Large (1001-10000),Technology,Freelance,Remote,140500,9900,25000,175400,4.4,0,LangChain; PyTorch; SQL,Experimenting,Female
2737,2021,NLP Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Finance & Banking,Full-time,Remote,86300,1800,0,88100,5.0,2,OpenCV; Power BI,Partial,Male
2738,2025,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,On-site,140800,3200,0,144000,3.2,3,R; Excel; Kafka,Partial,Male
2739,2024,Engineering Manager,Management,Senior (6-10 yrs),PhD,United States,North America,USD,Enterprise (10000+),Consulting,Full-time,Remote,434200,43900,27900,506000,4.6,1,Java; Hadoop,Significant,Male
2740,2022,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Finance & Banking,Freelance,Remote,184700,28700,0,213400,4.0,2,Hugging Face; Kafka,AI-First,Male
2741,2021,AI Research Scientist,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Small (51-200),Media & Entertainment,Contract,Hybrid,226900,0,61200,288100,3.9,5,AWS; TensorFlow,Experimenting,Female
2742,2022,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Small (51-200),E-Commerce & Retail,Full-time,Remote,146000,18900,12400,177300,4.0,1,AWS; Rust; JavaScript; Go,Significant,Male
2743,2025,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),Technology,Full-time,Remote,109900,9800,7000,126700,3.2,2,Kubernetes; Azure; Go; Excel,Experimenting,Male
2744,2020,Data Scientist,Data Science,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),Insurance,Full-time,Remote,182600,18800,0,201400,3.2,1,Hadoop; Kafka; TensorFlow; Excel,Experimenting,Male
2745,2020,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Small (51-200),Technology,Full-time,Hybrid,61300,6100,10000,77400,2.5,2,Hadoop; Kafka,None,Male
2746,2025,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Education & Research,Full-time,On-site,99500,600,0,100100,2.0,5,Excel; Spark; Hugging Face; Python; Rust,Partial,Female
2747,2024,Robotics Engineer,Machine Learning,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Education & Research,Full-time,Hybrid,312100,28300,120100,460500,3.9,1,Hugging Face; C++; Python; Scala; Rust,Significant,Non-binary
2748,2025,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,UAE,Asia,AED,Medium (201-1000),Consulting,Contract,Hybrid,118200,6200,10600,135000,3.4,3,Hugging Face; Scala; Kafka; Airflow,AI-First,Male
2749,2024,AI Product Manager,Management,Lead (11-15 yrs),Bachelor's,South Korea,Asia,KRW,Medium (201-1000),Technology,Full-time,Hybrid,174800,22900,0,197700,2.9,5,R; Scala,Significant,Female
2750,2025,Database Administrator,Data Engineering,Mid (3-5 yrs),PhD,India,Asia,INR,Small (51-200),Finance & Banking,Contract,Remote,35800,0,0,35800,3.6,5,JavaScript; Kubernetes; Excel; SQL,None,Female
2751,2020,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,Israel,Asia,ILS,Startup (1-50),Healthcare & Pharma,Full-time,Hybrid,102400,9300,23900,135600,3.0,0,Kubernetes; Python; Docker,Partial,Male
2752,2024,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Education & Research,Full-time,Hybrid,108600,4200,0,112800,3.5,1,Kubernetes; C++; GCP; Python; Tableau,Partial,Non-binary
2753,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,Australia,Oceania,AUD,Small (51-200),Government & Defense,Full-time,Remote,48500,1000,3100,52600,3.1,0,Docker; JavaScript,Significant,Male
2754,2025,Database Administrator,Data Engineering,Senior (6-10 yrs),PhD,Germany,Europe,EUR,Startup (1-50),Telecommunications,Full-time,On-site,131500,15100,0,146600,3.8,0,Excel; dbt; Spark; Kubernetes; Java,Experimenting,Male
2755,2025,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Education & Research,Full-time,Remote,117400,4100,0,121500,4.5,1,PyTorch; R; GCP,Experimenting,Male
2756,2024,Data Analyst,Data Science,Executive (16+ yrs),PhD,India,Asia,INR,Enterprise (10000+),Technology,Full-time,On-site,74700,5600,23300,103600,1.9,5,Python; Tableau; C++; Azure; Kubernetes,Experimenting,Male
2757,2022,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Netherlands,Europe,EUR,Small (51-200),Consulting,Full-time,Hybrid,61800,1500,3800,67100,3.8,1,PyTorch; OpenCV; Tableau; Java; GCP,Significant,Male
2758,2024,Product Manager (Tech),Management,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,On-site,210700,12100,0,222800,3.7,5,Python; Kubernetes; AWS,Experimenting,Male
2759,2024,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Enterprise (10000+),Technology,Full-time,Hybrid,137900,8300,0,146200,3.2,0,Airflow; SQL; Tableau,AI-First,Male
2760,2020,Data Scientist,Data Science,Lead (11-15 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Technology,Part-time,Hybrid,73000,0,0,73000,3.0,7,Airflow; Rust; Python; Kubernetes,Significant,Prefer not to say
